target_id	length	eff_length	est_counts	tpm
NR_164788.1	2198	1957.87	0	0
NR_164789.1	2236	1995.87	0	0
NR_164790.1	2671	2430.87	0	0
NR_164791.1	2677	2436.87	0	0
NR_164792.1	3490	3249.87	0	0
NR_164793.1	3484	3243.87	183.368	3.44146
NR_164794.1	3539	3298.87	0.24774	0.00457207
NR_164795.1	3371	3130.87	0	0
NR_164796.1	1212	971.867	0	0
NR_164797.1	3135	2894.87	47.8736	1.00681
NR_164798.1	3276	3035.87	509.811	10.2237
NR_164799.2	10565	10324.9	34.6575	0.20436
NR_164800.2	10319	10078.9	0	0
NR_164801.2	10475	10234.9	0	0
NR_164802.2	10447	10206.9	39.2426	0.234071
NR_164803.2	10557	10316.9	54.6791	0.322668
NR_164804.2	10259	10018.9	0	0
NR_164805.2	10702	10461.9	0.000347658	2.02314e-06
NR_164806.2	10556	10315.9	0	0
NR_164807.2	10348	10107.9	1.83958e-07	1.10801e-09
NR_164808.2	10481	10240.9	95.6301	0.568512
NR_164809.2	11329	11088.9	0	0
NR_164810.1	6663	6422.87	0	0
NR_164811.1	2373	2132.87	6.86551	0.195971
NR_164812.1	2205	1964.87	0	0
NR_164813.1	2550	2309.87	14.2438	0.375424
NR_164814.1	4306	4065.87	55.1115	0.825222
NR_164815.1	2861	2620.87	0	0
NR_164816.1	2716	2475.87	0.0273308	0.000672059
NR_164817.1	3124	2883.87	25.501	0.53835
NR_164818.1	4192	3951.87	0	0
NR_164819.1	4532	4291.87	37.0552	0.525637
NR_164820.1	4489	4248.87	160.125	2.2944
NR_164821.1	4384	4143.87	147.751	2.17074
NR_164822.1	4548	4307.87	191.684	2.70898
NR_164823.1	6730	6489.87	1151.76	10.8046
NR_164824.1	4820	4579.87	554.548	7.37171
NR_164825.2	1642	1401.87	0	0
NR_164826.2	1948	1707.87	0	0
NR_164828.1	856	616.937	10.2357	1.01009
NR_164829.1	767	529.414	4.39007	0.504844
NR_164830.1	850	610.937	0	0
NR_164831.1	834	595.058	0	0
NR_164832.1	2880	2639.87	351.63	8.10935
NR_164833.1	2945	2704.87	0	0
NR_164834.1	2485	2244.87	118.682	3.21866
NR_164835.1	6087	5846.87	248.155	2.58394
NR_164836.1	5954	5713.87	67.7298	0.721659
NR_164837.1	5276	5035.87	0.000285045	3.44605e-06
NR_164838.1	5458	5217.87	0	0
NR_164839.1	5852	5611.87	0.437765	0.00474915
NR_164840.1	6045	5804.87	0.256323	0.00268829
NR_164841.1	6278	6037.87	218.138	2.19953
NR_164842.1	6321	6080.87	832.877	8.33869
NR_164843.1	4267	4026.87	74.4711	1.12591
NR_164844.1	4152	3911.87	0	0
NR_164845.1	4502	4261.87	0	0
NR_164846.1	4233	3992.87	0	0
NR_164847.1	3215	2974.87	7.42584	0.151971
NR_164848.1	3515	3274.87	318.9	5.92847
NR_164849.1	3308	3067.87	0	0
NR_164850.1	6499	6258.87	120.692	1.17399
NR_164851.1	6303	6062.87	124.826	1.25345
NR_164852.1	2999	2758.87	122.865	2.71131
NR_164853.1	3047	2806.87	0	0
NR_164854.1	3305	3064.87	0	0
NR_164856.1	2596	2355.87	175.43	4.53351
NR_164857.1	5637	5396.87	0	0
NR_164858.1	5634	5393.87	1.91152e-07	2.15756e-09
NR_164859.1	5200	4959.87	463.463	5.68888
NR_164860.1	5598	5357.87	0	0
NR_164861.1	5719	5478.87	205.353	2.28188
NR_164862.1	5732	5491.87	3.40163e-06	3.77094e-08
NR_164863.1	5678	5437.87	0	0
NR_164864.1	4581	4340.87	0	0
NR_164865.1	5778	5537.87	36.1712	0.397651
NR_164866.1	1585	1344.87	62.5555	2.83184
NR_165031.1	6354	6113.87	230.478	2.29507
NR_165032.1	1078	837.867	0	0
NR_165033.1	1382	1141.87	0	0
NR_165034.1	499	279.615	0	0
NR_165085.1	6081	5840.87	0.359695	0.00374921
NR_165086.1	6332	6091.87	17.9142	0.179031
NR_165087.1	6339	6098.87	0.000527611	5.2668e-06
NR_165088.1	6234	5993.87	288.836	2.93377
NR_165089.1	6159	5918.87	225.756	2.32211
NR_165090.1	8221	7980.87	1.74712e-05	1.33277e-07
NR_165091.1	8594	8353.87	7.56014	0.0550966
NR_165092.1	8342	8101.87	99.7843	0.749824
NR_165093.1	8848	8607.87	86.2573	0.610074
NR_165094.1	8365	8124.87	0.911572	0.00683057
NR_165095.1	8489	8248.87	190.789	1.40812
NR_165096.1	8236	7995.87	26.7421	0.203616
NR_165097.1	8628	8387.87	0.000147048	1.06731e-06
NR_165098.1	8484	8243.87	432.324	3.19272
NR_165099.1	8571	8330.87	66.3943	0.485203
NR_165101.1	8336	8095.87	6.71623e-07	5.05062e-09
NR_165102.1	8493	8252.87	0.270439	0.00199502
NR_165103.1	8359	8118.87	0.00253643	1.902e-05
NR_165104.1	8466	8225.87	26.6147	0.19698
NR_165105.1	1864	1623.87	0	0
NR_165106.1	2352	2111.87	114.685	3.30615
NR_165108.1	2071	1830.87	0	0
NR_165109.1	588	358.747	0	0
NR_165110.1	762	524.467	0	0
NR_165111.1	700	464.34	0	0
NR_165112.1	526	303.073	0	0
NR_165113.1	900	660.366	0	0
NR_165114.1	554	327.945	23.0605	4.28105
NR_165115.1	638	405.641	0	0
NR_165116.1	464	248.874	0	0
NR_165117.1	790	552.09	2.51259	0.277073
NR_165118.1	599	368.93	0	0
NR_165119.1	616	385.088	0	0
NR_165120.1	773	535.308	0	0
NR_165121.1	374	174.726	0	0
NR_165122.1	436	224.71	0	0
NR_165123.1	575	346.793	0	0
NR_165124.1	775	537.308	0	0
NR_165125.1	548	322.65	0	0
NR_165126.1	724	487.577	0	0
NR_165127.1	890	650.432	0	0
NR_165128.1	904	664.366	0	0
NR_165129.1	835	596.058	0	0
NR_165130.1	621	389.693	0	0
NR_165131.1	814	575.41	0	0
NR_165132.1	786	548.145	0	0
NR_165133.1	539	314.278	0	0
NR_165134.1	497	277.792	0	0
NR_165135.1	610	379.282	0	0
NR_165136.1	613	382.205	4.25935	0.678469
NR_165137.1	703	467.293	0	0
NR_165138.1	760	522.625	0	0
NR_165139.1	564	336.92	0	0
NR_165140.1	639	406.6	0	0
NR_165141.1	354	159.633	1.46165	0.557445
NR_165142.1	900	660.366	0	0
NR_165143.1	753	515.677	0	0
NR_165144.1	515	293.415	0	0
NR_165145.1	487	268.774	0	0
NR_165146.1	712	475.866	0	0
NR_165147.1	740	502.932	0	0
NR_165148.1	726	489.479	0	0
NR_165149.1	751	513.729	0	0
NR_165150.1	979	738.943	0	0
NR_165151.1	667	433.064	0	0
NR_165152.1	914	674.366	0	0
NR_165153.1	416	208.025	0	0
NR_165154.1	841	601.998	0	0
NR_165155.1	577	348.544	0	0
NR_165156.1	821	582.352	2.32949	0.243533
NR_165157.1	585	356.003	0	0
NR_165159.2	5892	5651.87	0	0
NR_165160.1	14155	13914.9	142.032	0.621425
NR_165161.1	14103	13862.9	0	0
NR_165162.1	13968	13727.9	0	0
NR_165163.2	5838	5597.87	89.7328	0.975913
NR_165164.1	14020	13779.9	0	0
NR_165165.1	14114	13873.9	20.5811	0.0903137
NR_165166.1	5320	5079.87	3513.4	42.1073
NR_165181.2	4894	4653.87	30.9862	0.405356
NR_165182.2	5079	4838.87	93.1989	1.1726
NR_165183.2	1790	1549.87	46.766	1.83704
NR_165185.1	4123	3882.87	140.702	2.20612
NR_165188.1	1717	1476.87	0	0
NR_165189.1	3529	3288.87	123.359	2.28354
NR_165190.1	3216	2975.87	0	0
NR_165191.1	3359	3118.87	152.55	2.97782
NR_165192.1	3269	3028.87	8.82704	0.177426
NR_165193.1	3212	2971.87	0	0
NR_165194.1	3098	2857.87	0	0
NR_165195.1	3277	3036.87	0	0
NR_165196.1	3406	3165.87	175.924	3.38309
NR_165197.1	1714	1473.87	14.2205	0.587406
NR_165198.1	3208	2967.87	278.849	5.72015
NR_165235.1	2966	2725.87	29.8144	0.665891
NR_165236.1	4753	4512.87	143.135	1.93097
NR_165237.1	3809	3568.87	10.8873	0.185726
NR_165238.1	1302	1061.87	0	0
NR_165239.1	1941	1700.87	1	0.0357941
NR_165240.1	2658	2417.87	0	0
NR_165241.1	611	380.205	57.4785	9.20387
NR_165242.1	2691	2450.87	52	1.29171
NR_165243.1	3845	3604.87	213.495	3.60563
NR_165247.1	3326	3085.87	68.2341	1.34619
NR_165250.1	2403	2162.87	55.315	1.55702
NR_165252.1	1278	1037.87	0	0
NR_165269.1	2218	1977.87	31.5365	0.97073
NR_165270.1	936	696.366	13.9497	1.21957
NR_165282.1	1206	965.867	8	0.50426
NR_165293.1	2832	2591.87	429.92	10.0985
NR_165294.1	2829	2588.87	58.2056	1.36879
NR_165295.1	2660	2419.87	6.56955	0.165282
NR_165296.1	2532	2291.87	3.27739	0.0870604
NR_165297.1	2368	2127.87	0.336797	0.0096362
NR_165299.1	5313	5072.87	234.62	2.81575
NR_165303.1	2560	2319.87	154.496	4.05448
NR_165304.1	8102	7861.87	0	0
NR_165308.1	2158	1917.87	11.7275	0.37228
NR_165309.1	1496	1255.87	88.7359	4.30168
NR_165312.1	3859	3618.87	538.883	9.06576
NR_165313.1	3425	3184.87	0	0
NR_165314.1	3306	3065.87	0	0
NR_165328.1	6287	6046.87	222.642	2.24161
NR_165330.1	1324	1083.87	29.0008	1.62898
NR_165332.1	2089	1848.87	0	0
NR_165333.1	2172	1931.87	1.89208	0.0596273
NR_165336.1	2380	2139.87	65.8074	1.87228
NR_165337.1	2475	2234.87	0	0
NR_165338.1	2585	2344.87	21.0687	0.547019
NR_165339.1	2478	2237.87	22.3724	0.608639
NR_165340.1	2697	2456.87	65.1448	1.61428
NR_165341.1	2336	2095.87	32.007	0.929744
NR_165342.1	2737	2496.87	37.9327	0.924912
NR_165343.1	2834	2593.87	32.4585	0.761838
NR_165344.1	2432	2191.87	18.2567	0.507096
NR_165345.1	2325	2084.87	0.00566492	0.000165424
NR_165346.1	2423	2182.87	0.998006	0.0278348
NR_165347.1	2276	2035.87	0	0
NR_165348.1	2660	2419.87	274.058	6.895
NR_165353.1	7194	6953.87	167.455	1.46607
NR_165360.1	822	583.294	2.03156	0.212043
NR_165365.1	4080	3839.87	339.975	5.3903
NR_165366.1	4558	4317.87	573.393	8.08473
NR_165367.1	4461	4220.87	0	0
NR_165368.1	4559	4318.87	0.0695734	0.000980744
NR_165369.1	4424	4183.87	137.257	1.99728
NR_165370.1	3991	3750.87	30.1186	0.488861
NR_165371.1	4487	4246.87	20.9133	0.299804
NR_165372.1	3813	3572.87	0	0
NR_165373.1	3798	3557.87	46.6502	0.798263
NR_165382.1	2138	1897.87	386.53	12.3994
NR_165383.1	1712	1471.87	430.533	17.8082
NR_165384.1	1677	1436.87	31.5227	1.33564
NR_165385.1	1777	1536.87	186.32	7.38083
NR_165386.1	1844	1603.87	0	0
NR_165390.1	5397	5156.87	1.83024e-07	2.16075e-09
NR_165391.1	5326	5085.87	0	0
NR_165392.1	2940	2699.87	45.2885	1.02124
NR_165393.1	2402	2161.87	104.748	2.94985
NR_165394.1	1666	1425.87	1.9215e-07	8.20433e-09
NR_165395.1	1816	1575.87	25.6911	0.992533
NR_165396.1	1790	1549.87	17.8609	0.701601
NR_165397.1	2015	1774.87	61.1051	2.09601
NR_165399.1	2762	2521.87	0	0
NR_165400.1	3017	2776.87	0.000294804	6.4634e-06
NR_165401.1	2902	2661.87	32.5223	0.743835
NR_165402.1	4398	4157.87	0	0
NR_165403.1	4302	4061.87	0	0
NR_165404.1	4096	3855.87	0	0
NR_165405.1	4187	3946.87	65.8582	1.01587
NR_165406.1	4283	4042.87	3.02001	0.045478
NR_165407.1	4058	3817.87	0	0
NR_165408.1	4185	3944.87	32.2541	0.497778
NR_165409.1	4149	3908.87	9.00198	0.140207
NR_165410.1	4511	4270.87	0	0
NR_165411.1	4396	4155.87	0	0
NR_165413.1	3564	3323.87	292.43	5.35625
NR_165414.1	3561	3320.87	89.7376	1.64515
NR_165415.1	3591	3350.87	10.5022	0.190812
NR_165416.1	3444	3203.87	0	0
NR_165417.1	3544	3303.87	55.0095	1.01367
NR_165418.1	3509	3268.87	0	0
NR_165419.1	3580	3339.87	192.588	3.51061
NR_165420.1	3456	3215.87	0	0
NR_165421.1	3589	3348.87	0	0
NR_165422.1	3962	3721.87	21.2757	0.34802
NR_165423.1	3996	3755.87	0.013874	0.000224891
NR_165424.1	3841	3600.87	31.3372	0.529828
NR_165425.1	3991	3750.87	22.0922	0.358583
NR_165426.1	4000	3759.87	0	0
NR_165427.1	4406	4165.87	0	0
NR_165428.1	2913	2672.87	0.000899291	2.04835e-05
NR_165429.1	2617	2376.87	0.00106996	2.74061e-05
NR_165430.1	2609	2368.87	410.12	10.5403
NR_165431.1	659	425.585	14.9338	2.13632
NR_165434.1	4344	4103.87	38.6255	0.573012
NR_165435.1	4340	4099.87	0	0
NR_165436.1	4272	4031.87	0	0
NR_165437.1	4098	3857.87	0	0
NR_165438.1	3931	3690.87	0	0
NR_165439.1	3796	3555.87	0	0
NR_165441.1	1475	1234.87	0	0
NR_165442.1	6542	6301.87	0.461159	0.00445516
NR_165443.1	6305	6064.87	72.3986	0.72676
NR_165445.1	5152	4911.87	23.6815	0.293525
NR_165446.1	7434	7193.87	272.666	2.30755
NR_165447.1	3322	3081.87	159.696	3.15474
NR_165448.1	2759	2518.87	10.6257	0.256824
NR_165449.1	3114	2873.87	0	0
NR_165450.1	3045	2804.87	18.4726	0.400957
NR_165451.1	2866	2625.87	0	0
NR_165452.1	3350	3109.87	12.6163	0.246987
NR_165453.1	3126	2885.87	0	0
NR_165454.1	2933	2692.87	49.6683	1.12291
NR_165455.1	4422	4181.87	2.93201	0.0426852
NR_165456.1	2409	2168.87	0	0
NR_165465.1	5173	4932.87	1.66608	0.0205626
NR_165466.1	5258	5017.87	0.000596509	7.23736e-06
NR_165467.1	5458	5217.87	0	0
NR_165468.1	5261	5020.87	3.09165e-06	3.74882e-08
NR_165474.1	2462	2221.87	131.359	3.59935
NR_165482.1	5209	4968.87	131.176	1.60723
NR_165483.1	5311	5070.87	20.594	0.247252
NR_165488.1	1505	1264.87	9.36842e-05	4.50924e-06
NR_165489.1	1495	1254.87	2.99991	0.145543
NR_165490.1	1598	1357.87	0	0
NR_165492.1	2499	2258.87	3.22919	0.0870332
NR_165493.1	4910	4669.87	132.933	1.73305
NR_165494.1	2713	2472.87	0	0
NR_165621.1	3464	3223.87	15.3091	0.289104
NR_165624.1	974	733.943	0	0
NR_165625.1	1559	1318.87	0	0
NR_165626.1	1972	1731.87	0	0
NR_165627.1	1704	1463.87	0	0
NR_165629.1	3202	2961.87	0.00943318	0.000193899
NR_165630.1	6722	6481.87	27.1931	0.255412
NR_165631.1	1035	794.867	123.056	9.42517
NR_165632.1	719	482.626	0	0
NR_165634.1	3536	3295.87	3.65502	0.0675154
NR_165635.1	3174	2933.87	1.73018e-07	3.59032e-09
NR_165637.1	963	723.015	0	0
NR_165638.1	1636	1395.87	0	0
NR_165639.1	1528	1287.87	0	0
NR_165640.1	1723	1482.87	56.5947	2.32357
NR_165641.1	1608	1367.87	13.3475	0.594073
NR_165642.1	1497	1256.87	0	0
NR_165643.1	1590	1349.87	0	0
NR_165644.1	2115	1874.87	0	0
NR_165648.1	10448	10207.9	34.3609	0.204933
NR_165649.1	10276	10035.9	0	0
NR_165650.1	3478	3237.87	220.405	4.14424
NR_165651.1	3747	3506.87	11.8541	0.205793
NR_165652.1	3779	3538.87	18.9669	0.326298
NR_165660.1	1765	1524.87	145.305	5.80136
NR_165803.1	7631	7390.87	2423.76	19.9653
NR_165819.1	1086	845.867	53.4044	3.84377
NR_165820.1	1173	932.867	0	0
NR_166065.1	1558	1317.87	0	0
NR_166066.1	1463	1222.87	0	0
NR_166067.1	1470	1229.87	0	0
NR_166068.1	1155	914.867	4	0.266185
NR_166069.1	6504	6263.87	1597.41	15.5259
NR_166071.1	8387	8146.87	0	0
NR_166121.1	1235	994.867	0	0
NR_166122.1	2301	2060.87	83.56	2.46849
NR_166123.1	2078	1837.87	65.6301	2.17406
NR_166147.1	2708	2467.87	192.71	4.75405
NR_166151.1	539	314.278	35.0831	6.79621
NR_166162.1	1430	1189.87	1.15004	0.0588434
NR_166163.1	1341	1100.87	4.7584	0.263153
NR_166164.1	1150	909.867	7.64121	0.511289
NR_166196.1	1154	913.867	0	0
NR_166440.1	5832	5591.87	183.154	1.99407
NR_166510.1	1161	920.867	2.92095	0.193112
NR_166511.1	1337	1096.87	0	0
NR_166512.1	1021	780.867	0	0
NR_166513.1	969	728.943	36.5633	3.05375
NR_166514.1	1348	1107.87	0	0
NR_166529.1	3816	3575.87	229.398	3.90562
NR_166668.1	2043	1802.87	3.4691	0.117148
NR_166669.1	2038	1797.87	4.56215	0.154488
NR_166670.1	2182	1941.87	0	0
NR_166678.1	2792	2551.87	0	0
NR_166679.1	2642	2401.87	129.675	3.28694
NR_166822.1	3805	3564.87	0	0
NR_166823.1	3813	3572.87	0	0
NR_166824.1	3571	3330.87	0	0
NR_166825.1	3520	3279.87	0	0
NR_166842.1	6996	6755.87	0	0
NR_166844.1	6786	6545.87	5.39469e-07	5.01744e-09
NR_167671.1	669	435.064	0	0
NR_167676.1	2250	2009.87	124.467	3.77024
NR_167698.1	4034	3793.87	0.00819187	0.000131457
NR_167702.1	3485	3244.87	3.3866	0.0635402
NR_167703.1	3485	3244.87	135.455	2.54145
NR_167704.1	3495	3254.87	8.61999	0.161234
NR_167705.1	3722	3481.87	32.2422	0.56376
NR_167706.1	3758	3517.87	27.5087	0.476072
NR_167708.1	3909	3668.87	1.74385	0.0289375
NR_167709.1	3696	3455.87	3.82305	0.0673496
NR_167729.1	2054	1813.87	0	0
NR_167730.1	2264	2023.87	0	0
NR_167744.1	5711	5470.87	39.9057	0.44408
NR_167745.1	5830	5589.87	28.9394	0.315188
NR_167752.1	1152	911.867	25.3087	1.68974
NR_167766.1	7205	6964.87	520.82	4.55258
NR_167771.1	1137	896.867	47.4015	3.2177
NR_167772.1	1152	911.867	9.0828	0.606416
NR_167887.1	2292	2051.87	0	0
NR_167888.1	2412	2171.87	127.307	3.56864
NR_167889.1	2472	2231.87	74.8534	2.04186
NR_167893.1	9859	9618.87	342.328	2.16671
NR_167894.1	2263	2022.87	97.8229	2.94412
NR_167901.1	1029	788.867	0	0
NR_167902.1	577	348.544	0	0
NR_167903.1	605	374.551	0	0
NR_167904.1	714	477.819	0	0
NR_167905.1	720	483.626	0	0
NR_167906.1	668	434.064	9.52475	1.33593
NR_167907.1	638	405.641	0	0
NR_167908.1	729	492.38	0	0
NR_167909.1	886	646.497	0	0
NR_167910.1	947	707.087	0	0
NR_167911.1	4593	4352.87	570.262	7.97593
NR_167912.1	4451	4210.87	31.9241	0.461561
NR_167913.1	4253	4012.87	36.7629	0.557747
NR_167914.1	4413	4172.87	71.934	1.0495
NR_167915.1	4669	4428.87	55.9532	0.769156
NR_167916.1	4143	3902.87	0	0
NR_167917.1	4176	3935.87	0	0
NR_167918.1	4631	4390.87	30.897	0.428398
NR_167919.1	4470	4229.87	1.73294e-08	2.49425e-10
NR_167920.1	4429	4188.87	0	0
NR_167921.1	4631	4390.87	54.7359	0.758935
NR_167922.1	4467	4226.87	285.86	4.11734
NR_167923.1	4268	4027.87	0	0
NR_167924.1	4496	4255.87	53.4795	0.765036
NR_167925.1	4268	4027.87	0	0
NR_167926.1	4279	4038.87	0	0
NR_167927.1	4572	4331.87	0	0
NR_167930.1	453	239.378	0	0
NR_167931.1	419	210.494	2	0.57846
NR_167932.1	1423	1182.87	416.28	21.4255
NR_167933.1	1369	1128.87	6.972e-05	3.76008e-06
NR_167974.1	4868	4627.87	35.2924	0.464283
NR_167975.1	4993	4752.87	2.90382	0.0371961
NR_167976.1	5022	4781.87	0.547637	0.00697232
NR_167977.1	4992	4751.87	2.18942	0.0280509
NR_167978.1	4569	4328.87	0	0
NR_167979.1	4837	4596.87	205.261	2.71848
NR_167982.1	2725	2484.87	15	0.367511
NR_167983.1	896	656.366	0	0
NR_167989.1	433	222.076	0	0
NR_167990.1	580	351.257	0	0
NR_167991.1	604	373.627	10.4251	1.69872
NR_167992.1	572	344.254	0	0
NR_167993.1	680	445.576	0	0
NR_167994.1	648	415.351	0	0
NR_167995.1	677	442.576	0	0
NR_168005.1	2661	2420.87	263.072	6.61585
NR_168014.1	390	187.371	3.35515	1.09016
NR_168015.1	341	150.405	2.19473	0.888383
NR_168049.1	5803	5562.87	75.3067	0.824171
NR_168050.1	3757	3516.87	0	0
NR_168051.1	3681	3440.87	5.84047	0.103338
NR_168052.1	5833	5592.87	76.8268	0.836297
NR_168053.1	5842	5601.87	146.754	1.59492
NR_168054.1	5516	5275.87	158.895	1.83358
NR_168055.1	3558	3317.87	106.492	1.95407
NR_168056.1	2609	2368.87	1.09437e-07	2.81259e-09
NR_168069.1	6375	6134.87	20.1577	0.200041
NR_168070.1	920	680.366	558.934	50.015
NR_168071.1	668	434.064	646.367	90.6582
NR_168072.1	795	556.923	420.46	45.9634
NR_168073.1	746	508.729	272.215	32.5768
NR_168076.1	3361	3120.87	117.985	2.30161
NR_168077.1	2944	2703.87	2.21288e-06	4.98259e-08
NR_168078.1	3601	3360.87	0	0
NR_168079.1	3372	3131.87	0	0
NR_168080.1	3426	3185.87	0	0
NR_168081.1	3693	3452.87	57.4158	1.01236
NR_168082.1	3739	3498.87	0	0
NR_168083.1	3470	3229.87	0.001092	2.05835e-05
NR_168084.1	3399	3158.87	0.000353589	6.81474e-06
NR_168108.1	1092	851.867	9.96059	0.711862
NR_168109.1	1096	855.867	0	0
NR_168111.1	1472	1231.87	20.2751	1.00203
NR_168112.1	966	725.943	0	0
NR_168114.1	1037	796.867	0	0
NR_168116.1	1067	826.867	4.65788	0.342953
NR_168117.1	1217	976.867	19.0822	1.18926
NR_168119.1	996	755.943	0	0
NR_168120.1	1126	885.867	0	0
NR_168123.1	1197	956.867	3.11156	0.197974
NR_168131.1	741	503.881	193.481	23.3772
NR_168132.1	658	424.671	128.306	18.394
NR_168133.1	737	499.932	38.6382	4.70531
NR_168134.1	1045	804.867	53.5219	4.04846
NR_168136.1	666	432.108	47.2527	6.65758
NR_168137.1	586	356.857	13.0509	2.22653
NR_168138.1	684	449.26	16.833	2.28111
NR_168139.1	735	497.982	15.2007	1.85838
NR_168259.1	1835	1594.87	3	0.114519
NR_168260.1	2044	1803.87	0	0
NR_168263.1	903	663.366	0	0
NR_168264.1	1031	790.867	45	3.46411
NR_168270.1	2178	1937.87	31	0.973913
NR_168275.1	2689	2448.87	224	5.56886
NR_168276.1	3242	3001.87	0	0
NR_168277.1	4238	3997.87	124.147	1.89057
NR_168278.1	4345	4104.87	0	0
NR_168283.1	536	311.765	8.50705	1.66125
NR_168285.1	4588	4347.87	427	5.97907
NR_168302.1	1848	1607.87	18	0.681561
NR_168319.1	1771	1530.87	25.5119	1.01458
NR_168320.1	1722	1481.87	0	0
NR_168321.1	1651	1410.87	1.48808	0.0642129
NR_168328.1	7117	6876.87	1323.37	11.7158
NR_168330.1	2638	2397.87	138.404	3.51404
NR_168346.1	802	563.811	0	0
NR_168347.1	899	659.366	0	0
NR_168348.1	798	559.923	64.6991	7.0348
NR_168349.1	1082	841.867	104.383	7.54866
NR_168350.1	1134	893.867	30.5657	2.08182
NR_168351.1	854	614.937	46.5983	4.61341
NR_168352.1	951	711.087	46.3238	3.9661
NR_168361.1	1068	827.867	2.16415	0.159151
NR_168362.1	1283	1042.87	0	0
NR_168363.1	1491	1250.87	10.9028	0.53065
NR_168364.1	1587	1346.87	122.236	5.52529
NR_168365.1	1485	1244.87	3.97926	0.194609
NR_168366.1	1711	1470.87	8.32244	0.344476
NR_168367.1	1358	1117.87	0	0
NR_168368.1	1575	1334.87	65.6267	2.99313
NR_168369.1	1451	1210.87	0	0
NR_168370.1	1574	1333.87	0	0
NR_168371.1	578	349.436	0	0
NR_168372.1	4458	4217.87	51	0.736139
NR_168373.1	1131	890.867	12.1181	0.828142
NR_168374.1	6158	5917.87	0	0
NR_168375.1	5870	5629.87	0	0
NR_168376.1	958	718.015	0	0
NR_168377.1	787	549.145	21.0308	2.33158
NR_168378.1	5230	4989.87	0	0
NR_168379.1	5004	4763.87	0	0
NR_168380.1	3423	3182.87	113.191	2.16509
NR_168381.1	3380	3139.87	114.145	2.21323
NR_168382.1	3160	2919.87	197.114	4.10994
NR_168383.1	3400	3159.87	83.9124	1.61674
NR_168384.1	3463	3222.87	272.532	5.14822
NR_168385.1	3420	3179.87	87.4679	1.67464
NR_168386.1	1369	1128.87	295.738	15.9495
NR_168387.1	592	362.453	1.33201	0.223738
NR_168388.1	3621	3380.87	28.5337	0.513821
NR_168389.1	3399	3158.87	225.47	4.34549
NR_168390.1	3231	2990.87	2.40021	0.0488579
NR_168391.1	3879	3638.87	23.4028	0.391548
NR_168392.1	3123	2882.87	0	0
NR_168393.1	3114	2873.87	0	0
NR_168394.1	3500	3259.87	0	0
NR_168395.1	2288	2047.87	123.579	3.67389
NR_168396.1	3141	2900.87	28.5318	0.598802
NR_168397.1	3078	2837.87	145.26	3.11628
NR_168398.1	2105	1864.87	119.963	3.91636
NR_168399.1	3906	3665.87	314.21	5.21825
NR_168400.1	925	685.366	54.712	4.86007
NR_168401.1	906	666.366	162.774	14.8715
NR_168402.1	1218	977.867	1	0.062259
NR_168403.1	3997	3756.87	551.015	8.92936
NR_168404.1	4046	3805.87	206.225	3.2989
NR_168405.1	2736	2495.87	58	1.41478
NR_168428.1	1180	939.867	12.2004	0.790299
NR_168430.1	493	274.141	2	0.444158
NR_168431.1	496	276.909	3.97817e-06	8.7464e-07
NR_168432.1	976	735.943	12.8757	1.06514
NR_168433.1	1405	1164.87	28.3442	1.48139
NR_168436.1	3392	3151.87	9.69688	0.187304
NR_168437.1	3897	3656.87	0	0
NR_168438.1	3719	3478.87	0	0
NR_168439.1	1506	1265.87	29	1.39474
NR_168440.1	561	334.162	0	0
NR_168441.1	4767	4526.87	32.2836	0.434177
NR_168442.1	5553	5312.87	39.2057	0.449265
NR_168443.1	4425	4184.87	0	0
NR_168444.1	5731	5490.87	39.4892	0.437844
NR_168445.1	4928	4687.87	0	0
NR_168446.1	955	715.015	2.34762	0.199892
NR_168447.1	581	352.149	26.0822	4.50921
NR_168448.1	1705	1464.87	262.57	10.9126
NR_168449.1	3059	2818.87	0	0
NR_168450.1	2908	2667.87	0	0
NR_168451.1	3023	2782.87	0	0
NR_168452.1	3128	2887.87	23.2907	0.491007
NR_168454.1	2918	2677.87	30.0551	0.683299
NR_168455.1	3203	2962.87	0.000538733	1.10699e-05
NR_168456.1	3134	2893.87	143.62	3.02148
NR_168457.1	3005	2764.87	20.0005	0.440402
NR_168458.1	3219	2978.87	0	0
NR_168459.1	3517	3276.87	0	0
NR_168460.1	3566	3325.87	14.3231	0.262189
NR_168461.1	3297	3056.87	28.1819	0.561275
NR_168464.1	4187	3946.87	0	0
NR_168466.1	1868	1627.87	0	0
NR_168467.1	1398	1157.87	77.0333	4.05044
NR_168472.1	3494	3253.87	113.524	2.12407
NR_168473.1	4529	4288.87	19.6781	0.279334
NR_168474.1	4385	4144.87	492.918	7.24013
NR_168475.1	3597	3356.87	1.07494e-07	1.94954e-09
NR_168476.1	1748	1507.87	17.0543	0.688576
NR_168477.1	1710	1469.87	47.4064	1.96354
NR_168478.1	3602	3361.87	122.093	2.21101
NR_168479.1	2105	1864.87	9.69831	0.316614
NR_168480.1	3337	3096.87	1.60984	0.0316476
NR_168481.1	2136	1895.87	44.4266	1.42665
NR_168483.1	3306	3065.87	0	0
NR_168489.1	1572	1331.87	0	0
NR_168490.1	1581	1340.87	0	0
NR_168491.1	1689	1448.87	0	0
NR_168494.1	1468	1227.87	7.23685	0.358823
NR_168495.1	678	443.576	0	0
